samples,mini_batches,train_loss,lr
11099,695,0.1459,0.001
11115,696,0.2677,0.001
11131,697,0.3204,0.001
11147,698,0.6006,0.001
11163,699,0.1575,0.001
11179,700,0.1929,0.001
11195,701,0.1863,0.001
11211,702,0.2437,0.001
11227,703,0.3654,0.001
11243,704,0.3049,0.001
11259,705,0.4386,0.001
11275,706,0.0736,0.001
11291,707,0.2514,0.001
11307,708,0.2532,0.001
11323,709,0.311,0.001
11339,710,0.213,0.001
11355,711,0.4501,0.001
11371,712,0.2192,0.001
11387,713,0.1695,0.001
11403,714,0.3861,0.001
11419,715,0.3331,0.001
11435,716,0.3129,0.001
11451,717,0.2581,0.001
11467,718,0.3635,0.001
11483,719,0.173,0.001
11496,720,0.2932,0.001
11512,721,0.3897,0.001
11528,722,0.2549,0.001
11544,723,0.2247,0.001
11560,724,0.4101,0.001
11576,725,0.122,0.001
11592,726,0.5129,0.001
11608,727,0.2002,0.001
11624,728,0.3045,0.001
11640,729,0.3176,0.001
11656,730,0.2071,0.001
11672,731,0.1933,0.001
11688,732,0.2963,0.001
11704,733,0.3249,0.001
11720,734,0.2856,0.001
11736,735,0.208,0.001
11752,736,0.3517,0.001
11768,737,0.1028,0.001
11784,738,0.1665,0.001
11800,739,0.4114,0.001
11816,740,0.303,0.001
11832,741,0.1903,0.001
11848,742,0.3753,0.001
11864,743,0.1845,0.001
11880,744,0.1943,0.001
11896,745,0.3966,0.001
11912,746,0.3422,0.001
11928,747,0.1504,0.001
11944,748,0.4919,0.001
11960,749,0.3003,0.001
11976,750,0.1996,0.001
11992,751,0.2574,0.001
12008,752,0.2018,0.001
12024,753,0.1834,0.001
12040,754,0.1955,0.001
12056,755,0.1451,0.001
12072,756,0.1299,0.001
12088,757,0.1207,0.001
12104,758,0.0915,0.001
12120,759,0.1161,0.001
12136,760,0.117,0.001
12152,761,0.1937,0.001
12168,762,0.3223,0.001
12184,763,0.406,0.001
12200,764,0.1506,0.001
12216,765,0.2158,0.001
12232,766,0.1328,0.001
12248,767,0.1657,0.001
12264,768,0.3121,0.001
12280,769,0.2449,0.001
12296,770,0.1895,0.001
12312,771,0.1549,0.001
12328,772,0.1322,0.001
12344,773,0.3815,0.001
12360,774,0.2322,0.001
12376,775,0.2493,0.001
12392,776,0.1737,0.001
12408,777,0.2019,0.001
12424,778,0.1583,0.001
12440,779,0.2377,0.001
12456,780,0.4017,0.001
12472,781,0.4248,0.001
12488,782,0.2056,0.001
12504,783,0.3462,0.001
12520,784,0.4505,0.001
12536,785,0.1107,0.001
12552,786,0.2507,0.001
12568,787,0.2978,0.001
12584,788,0.2031,0.001
12600,789,0.4107,0.001
12616,790,0.2262,0.001
12632,791,0.1038,0.001
12648,792,0.2741,0.001
12664,793,0.1907,0.001
12680,794,0.1721,0.001
12696,795,0.2356,0.001
12712,796,0.2046,0.001
12728,797,0.1039,0.001
12744,798,0.1805,0.001
12760,799,0.2994,0.001
12776,800,0.2448,0.001
12792,801,0.1594,0.001
12808,802,0.1968,0.001
12824,803,0.2307,0.001
12840,804,0.1068,0.001
12856,805,0.4902,0.001
12872,806,0.1636,0.001
12888,807,0.254,0.001
12904,808,0.1662,0.001
12920,809,0.4293,0.001
12933,810,0.3012,0.001
12949,811,0.2489,0.001
12965,812,0.1917,0.001
12981,813,0.221,0.001
12997,814,0.2014,0.001
13013,815,0.1977,0.001
13029,816,0.3834,0.001
13045,817,0.1518,0.001
13061,818,0.1667,0.001
13077,819,0.1251,0.001
13093,820,0.1302,0.001
13109,821,0.1114,0.001
13125,822,0.3521,0.001
13141,823,0.1978,0.001
13157,824,0.073,0.001
13173,825,0.1856,0.001
13189,826,0.0943,0.001
13205,827,0.3085,0.001
13221,828,0.1676,0.001
13237,829,0.1459,0.001
13253,830,0.0869,0.001
13269,831,0.2806,0.001
13285,832,0.2306,0.001
13301,833,0.4478,0.001
13317,834,0.1452,0.001
13333,835,0.1962,0.001
13349,836,0.2383,0.001
13365,837,0.2278,0.001
13381,838,0.3102,0.001
13397,839,0.3084,0.001
13413,840,0.2329,0.001
13429,841,0.1869,0.001
13445,842,0.2225,0.001
13461,843,0.2146,0.001
13477,844,0.1656,0.001
13493,845,0.1078,0.001
13509,846,0.183,0.001
13525,847,0.2141,0.001
13541,848,0.4128,0.001
13557,849,0.3435,0.001
13573,850,0.1832,0.001
13589,851,0.3951,0.001
13605,852,0.1713,0.001
13621,853,0.1163,0.001
13637,854,0.1321,0.001
13653,855,0.2736,0.001
13669,856,0.3349,0.001
13685,857,0.0853,0.001
13701,858,0.1249,0.001
13717,859,0.1374,0.001
13733,860,0.1044,0.001
13749,861,0.5111,0.001
13765,862,0.2341,0.001
13781,863,0.3612,0.001
13797,864,0.3448,0.001
13813,865,0.1769,0.001
13829,866,0.2647,0.001
13845,867,0.1602,0.001
13861,868,0.1613,0.001
13877,869,0.1224,0.001
13893,870,0.3517,0.001
13909,871,0.3243,0.001
13925,872,0.1358,0.001
13941,873,0.2854,0.001
13957,874,0.3222,0.001
13973,875,0.1235,0.001
13989,876,0.2305,0.001
14005,877,0.1233,0.001
14021,878,0.2796,0.001
14037,879,0.1215,0.001
14053,880,0.1624,0.001
14069,881,0.3058,0.001
14085,882,0.1988,0.001
14101,883,0.1486,0.001
14117,884,0.3011,0.001
14133,885,0.2513,0.001
14149,886,0.1627,0.001
14165,887,0.2648,0.001
14181,888,0.1721,0.001
14197,889,0.1794,0.001
14213,890,0.2218,0.001
14229,891,0.1501,0.001
14245,892,0.3541,0.001
14261,893,0.2214,0.001
14277,894,0.3483,0.001
14293,895,0.2723,0.001
14309,896,0.0796,0.001
14325,897,0.1439,0.001
14341,898,0.1832,0.001
14357,899,0.1477,0.001
14370,900,0.2638,0.001
14386,901,0.1645,0.001
14402,902,0.2168,0.001
14418,903,0.1928,0.001
14434,904,0.2548,0.001
14450,905,0.095,0.001
14466,906,0.1451,0.001
14482,907,0.0637,0.001
14498,908,0.2073,0.001
14514,909,0.1213,0.001
14530,910,0.4084,0.001
14546,911,0.2164,0.001
14562,912,0.1278,0.001
14578,913,0.198,0.001
14594,914,0.2596,0.001
14610,915,0.103,0.001
14626,916,0.1496,0.001
14642,917,0.1159,0.001
14658,918,0.1897,0.001
14674,919,0.1544,0.001
14690,920,0.16,0.001
14706,921,0.2859,0.001
14722,922,0.3137,0.001
14738,923,0.1325,0.001
14754,924,0.3665,0.001
14770,925,0.1613,0.001
14786,926,0.1419,0.001
14802,927,0.1339,0.001
14818,928,0.0574,0.001
14834,929,0.0958,0.001
14850,930,0.0819,0.001
14866,931,0.0744,0.001
14882,932,0.247,0.001
14898,933,0.4238,0.001
14914,934,0.1781,0.001
14930,935,0.0888,0.001
14946,936,0.1397,0.001
14962,937,0.4741,0.001
14978,938,0.4549,0.001
14994,939,0.2784,0.001
15010,940,0.1696,0.001
15026,941,0.1581,0.001
15042,942,0.1418,0.001
15058,943,0.1768,0.001
15074,944,0.3442,0.001
15090,945,0.1994,0.001
15106,946,0.1609,0.001
15122,947,0.1922,0.001
15138,948,0.0742,0.001
15154,949,0.129,0.001
15170,950,0.156,0.001
15186,951,0.4763,0.001
15202,952,0.0901,0.001
15218,953,0.2515,0.001
15234,954,0.0765,0.001
15250,955,0.0693,0.001
15266,956,0.2684,0.001
15282,957,0.3577,0.001
15298,958,0.1998,0.001
15314,959,0.2255,0.001
15330,960,0.1352,0.001
15346,961,0.2676,0.001
15362,962,0.091,0.001
15378,963,0.156,0.001
15394,964,0.1518,0.001
15410,965,0.2649,0.001
15426,966,0.3119,0.001
15442,967,0.1389,0.001
15458,968,0.1735,0.001
15474,969,0.3602,0.001
15490,970,0.1734,0.001
15506,971,0.1695,0.001
15522,972,0.19,0.001
15538,973,0.0593,0.001
15554,974,0.3018,0.001
15570,975,0.2862,0.001
15586,976,0.15,0.001
15602,977,0.1097,0.001
15618,978,0.0667,0.001
15634,979,0.1061,0.001
15650,980,0.1355,0.001
15666,981,0.4143,0.001
15682,982,0.2336,0.001
15698,983,0.1269,0.001
15714,984,0.2298,0.001
15730,985,0.1391,0.001
15746,986,0.0854,0.001
15762,987,0.2577,0.001
15778,988,0.3457,0.001
15794,989,0.1535,0.001
15807,990,0.1465,0.001
15823,991,0.1363,0.001
15839,992,0.2007,0.001
15855,993,0.156,0.001
15871,994,0.2086,0.001
15887,995,0.151,0.001
15903,996,0.2838,0.001
15919,997,0.1497,0.001
15935,998,0.1241,0.001
15951,999,0.0872,0.001
15967,1000,0.1102,0.001
15983,1001,0.1002,0.001
15999,1002,0.1328,0.001
16015,1003,0.2547,0.001
16031,1004,0.2991,0.001
