samples,mini_batches,train_loss,lr
8540,546,0.4662,0.001
8556,547,0.4012,0.001
8572,548,0.3998,0.001
8588,549,0.5343,0.001
8604,550,0.2271,0.001
8613,551,0.2298,0.001
8629,552,0.1888,0.001
8645,553,0.2779,0.001
8661,554,0.2009,0.001
8677,555,0.4409,0.001
8693,556,0.3024,0.001
8709,557,0.1685,0.001
8725,558,0.3153,0.001
8741,559,0.2518,0.001
8757,560,0.225,0.001
8773,561,0.3321,0.001
8789,562,0.375,0.001
8805,563,0.2949,0.001
8821,564,0.6073,0.001
8837,565,0.4052,0.001
8853,566,0.1283,0.001
8869,567,0.4444,0.001
8885,568,0.3165,0.001
8901,569,0.3472,0.001
8910,570,0.1868,0.001
8926,571,0.4149,0.001
8942,572,0.2125,0.001
8958,573,0.2262,0.001
8974,574,0.2921,0.001
8990,575,0.2827,0.001
9006,576,0.38,0.001
9022,577,0.16,0.001
9038,578,0.4887,0.001
9054,579,0.1917,0.001
9070,580,0.1343,0.001
9086,581,0.296,0.001
9102,582,0.2732,0.001
9118,583,0.3548,0.001
9134,584,0.0718,0.001
9150,585,0.4336,0.001
9166,586,0.3326,0.001
9182,587,0.196,0.001
9198,588,0.2646,0.001
9207,589,0.5393,0.001
9223,590,0.2319,0.001
9239,591,0.213,0.001
9255,592,0.2367,0.001
9271,593,0.405,0.001
9287,594,0.2075,0.001
9303,595,0.3228,0.001
9319,596,0.086,0.001
9335,597,0.3245,0.001
9351,598,0.3429,0.001
9367,599,0.155,0.001
9383,600,0.2307,0.001
9399,601,0.2518,0.001
9415,602,0.4085,0.001
9431,603,0.3629,0.001
9447,604,0.2231,0.001
9463,605,0.2922,0.001
9479,606,0.135,0.001
9495,607,0.1829,0.001
9504,608,0.4983,0.001
9520,609,0.187,0.001
9536,610,0.2485,0.001
9552,611,0.3189,0.001
9568,612,0.31,0.001
9584,613,0.3484,0.001
9600,614,0.1768,0.001
9616,615,0.3012,0.001
9632,616,0.3126,0.001
9648,617,0.1547,0.001
9664,618,0.4164,0.001
9680,619,0.3356,0.001
9696,620,0.1831,0.001
9712,621,0.2279,0.001
9728,622,0.2447,0.001
9744,623,0.2107,0.001
9760,624,0.1579,0.001
9776,625,0.1754,0.001
9792,626,0.1919,0.001
9801,627,0.2625,0.001
9817,628,0.2581,0.001
